2000-01-03,0.09028223422833785,0.0909985266431274,0.08431067989969877,0.08944579213857651,300912000
2000-01-04,0.0878930798069193,0.0881324498716872,0.0826387326364299,0.08705755323171616,300480000
2000-01-05,0.08455008293748123,0.08598266821067002,0.08299734795211546,0.08419147878885269,188352000
2000-01-06,0.08419147356988538,0.08419147356988538,0.07547397460435311,0.07869775593280792,120480000
2000-01-07,0.07834006147684071,0.08084754318808404,0.07714593080543446,0.08001202344894409,71184000
2000-01-10,0.08025047855843315,0.08598265706259714,0.07881789347098603,0.08263873308897018,239856000
2000-01-11,0.08216091628466683,0.0831165858964231,0.07929482311010361,0.07929482311010361,148128000
2000-01-12,0.07929483165264714,0.07941498138339527,0.07619028369600696,0.0772651806473732,123552000
2000-01-13,0.07714591985329688,0.08120613575851049,0.07619025055428809,0.08048892766237259,132192000
2000-01-14,0.08168397228390599,0.08729600013951966,0.0814445954251444,0.08395207673311234,604560000
2000-01-18,0.08502702081420058,0.08789311460185428,0.08120617970455356,0.08753542602062225,261648000
2000-01-19,0.08789309512160796,0.08789309512160796,0.08598267157355732,0.08669896423816681,164688000
2000-01-20,0.08741616300487709,0.09219267234977248,0.08574420091871524,0.08646049350500107,179568000
2000-01-21,0.08622112997485812,0.08657973412554312,0.08335503691809329,0.08550483733415604,544272000
2000-01-24,0.08825169216908654,0.08825169216908654,0.08120615515923196,0.08168399333953857,256944000
2000-01-25,0.0820416597393042,0.08287810189797526,0.07834005451871688,0.0809667631983757,237120000
2000-01-26,0.08096678522707518,0.08311658572711711,0.07619027533272345,0.07762286067008972,232464000
2000-01-27,0.07821991196654739,0.07821991196654739,0.07069654432117628,0.0735626369714737,458208000
2000-01-28,0.072607863414038,0.07308569458568816,0.06854764802894454,0.07141373306512833,194448000
2000-01-31,0.07177146530891867,0.07332420060975352,0.06687572741565445,0.07081671804189682,182400000
2000-02-01,0.07093592196169102,0.07308571526209089,0.06830829052117189,0.0724877342581749,92976000
2000-02-02,0.0728463531608255,0.0759518233723543,0.0724877489843909,0.07451831549406052,149040000
2000-02-03,0.07690657399871528,0.07845930917472604,0.07523461158984002,0.07571244984865189,108240000
2000-02-04,0.07810069443988045,0.07810069443988045,0.0759518165563176,0.07750362902879715,123696000
2000-02-07,0.07786223532073934,0.07786223532073934,0.07260789419269441,0.07272712141275406,217488000
2000-02-08,0.07451830102433443,0.07881789449702263,0.07260788460711674,0.07619026303291321,468816000
2000-02-09,0.07905634315779493,0.08036970085056185,0.07798144666900558,0.07810067385435104,589056000
2000-02-10,0.08287812343593119,0.09553660634681732,0.08287812343593119,0.09410310536623001,970080000
2000-02-11,0.09876037926224786,0.09888052897604917,0.08861030117920266,0.09553660452365875,423792000
2000-02-14,0.09577508088351698,0.11082182079553604,0.09481941115305878,0.11082182079553604,650112000
2000-02-15,0.11106116619256438,0.1111803933972873,0.10198506356590953,0.10652311146259308,450480000
2000-02-16,0.10771723777744922,0.11512137808834369,0.10652310712458045,0.11141884326934814,1019568000
2000-02-17,0.11129961161981679,0.11607703603424124,0.10962764974051227,0.115359827876091,535776000
2000-02-18,0.11368786995813918,0.1304074825004772,0.11285235023626011,0.1287355273962021,960864000
2000-02-22,0.12467530658146976,0.12634634596602648,0.12037570661044421,0.12515221536159515,542496000
2000-02-23,0.12371961535842517,0.12718276588999167,0.12216688769677977,0.12586940824985504,511392000
2000-02-24,0.12658575701406308,0.1274212768867371,0.11942006984643362,0.12467533349990845,244320000
2000-02-25,0.12479453699589313,0.12479453699589313,0.11177745254560968,0.11691255867481232,278736000
2000-02-28,0.11631550498672882,0.11750963574135817,0.11416571839738983,0.11607705056667328,517872000
2000-02-29,0.11535979620913879,0.12371959647755915,0.11535979620913879,0.12228609621524811,306048000
2000-03-01,0.12228613093877318,0.12228613093877318,0.116793329635277,0.11870375275611877,383568000
2000-03-02,0.11965942827234688,0.11965942827234688,0.11034487772450302,0.11070255935192108,191040000
2000-03-03,0.11082177670764802,0.11368786226470759,0.10986702301783584,0.11249373853206635,273696000
2000-03-06,0.1132109628792644,0.12180923444834897,0.11082179257809421,0.11177746206521988,432096000
2000-03-07,0.14330442914380392,0.1667109677474107,0.13709441930413854,0.15918760001659393,1952208000
2000-03-08,0.15909781789082314,0.16193454952829245,0.14760409857274057,0.16050104796886444,668736000
2000-03-09,0.16241143013263679,0.20635843474647952,0.16193450750878277,0.19164003431797028,952944000
2000-03-10,0.20158187942239605,0.27705493279074106,0.20014837855351453,0.2254653424024582,2161200000
2000-03-13,0.2044479444105585,0.28660883232304724,0.20253660568811302,0.28517624735832214,2415168000
2000-03-14,0.28362354211671503,0.28362354211671503,0.20635838017538052,0.21041859686374664,1567776000
2000-03-15,0.22549559299464814,0.23131766334976203,0.19489402653595556,0.20182032883167267,995616000
2000-03-16,0.20826884250582423,0.21543453023575393,0.17698123386859357,0.17993628978729248,750384000
2000-03-17,0.17578708569562546,0.20444797292532066,0.17575681422974518,0.19083382189273834,557616000
2000-03-20,0.19835719313072606,0.20468643058329117,0.18462381467160066,0.19071459770202637,365280000
2000-03-21,0.1910721770075458,0.19274413138209096,0.16623306500462645,0.18127979338169098,536640000
2000-03-22,0.18271334768507283,0.1882061483608004,0.17960787864224972,0.18259412050247192,230592000
2000-03-23,0.18092221965694488,0.19584973090188623,0.18056362231458442,0.18581795692443848,309408000
2000-03-24,0.18462378049449732,0.19298358262986073,0.17196529426609894,0.17805607616901398,231600000
2000-03-27,0.17769752477151943,0.18342971136624545,0.1648005935135594,0.16635240614414215,388944000
