2,2021-06-02,admin,HDFCBANK.BO,1443.9114990234375,-1.0,1443.9114990234375
1,2020-06-02,admin,HDFCBANK.BO,948.4638437597606,1.0,948.4638437597606
0,2015-02-10,admin,HDFCBANK.BO,459.8134357077598,1.0,459.8134357077598
